Description:           Daily Index of EDGAR Dissemination Feed
Last Data Received:    Dec 13, 2019
Comments:              webmaster@sec.gov
Anonymous FTP:         ftp://ftp.sec.gov/edgar/
 
CIK|Company Name|Form Type|Date Filed|File Name
1009759|CAPSTONE TURBINE Corp|4|20191213|edgar/data/1009759/0001770907-19-000037.txt
1012163|SPARKS RAY A|4|20191213|edgar/data/1012163/0001127602-19-034953.txt
1012493|FERRELLGAS PARTNERS FINANCE CORP|8-K|20191213|edgar/data/1012493/0001564590-19-045971.txt
1012714|GERMAN MICHAEL I|4|20191213|edgar/data/1012714/0001209191-19-060337.txt
1012771|FBL FINANCIAL GROUP INC|4|20191213|edgar/data/1012771/0001740236-19-000059.txt
1013064|VAGELOS P ROY|4|20191213|edgar/data/1013064/0001237899-19-000037.txt
1013272|NORWOOD FINANCIAL CORP|8-K|20191213|edgar/data/1013272/0001193125-19-313519.txt
1013632|TROM JEFF D|4|20191213|edgar/data/1013632/0001445305-19-000156.txt
1013857|PEGASYSTEMS INC|4|20191213|edgar/data/1013857/0001209191-19-060440.txt
1013880|TTEC Holdings, Inc.|3|20191213|edgar/data/1013880/0001179110-19-012747.txt
1013880|TTEC Holdings, Inc.|4|20191213|edgar/data/1013880/0001179110-19-012748.txt
1014052|Digerati Technologies, Inc.|10-Q|20191213|edgar/data/1014052/0001213900-19-026157.txt
1014095|CRAVES FRED B|4/A|20191213|edgar/data/1014095/0000899243-19-029126.txt
1014095|CRAVES FRED B|4|20191213|edgar/data/1014095/0000899243-19-029135.txt
1014111|GlassBridge Enterprises, Inc.|8-K|20191213|edgar/data/1014111/0001493152-19-019143.txt
1014473|VERISIGN INC/CA|8-K|20191213|edgar/data/1014473/0001014473-19-000041.txt
1014763|AMARILLO BIOSCIENCES INC|4|20191213|edgar/data/1014763/0001257171-19-000067.txt
1015650|SK TELECOM CO LTD|6-K/A|20191213|edgar/data/1015650/0001193125-19-313442.txt
1015650|SK TELECOM CO LTD|6-K|20191213|edgar/data/1015650/0001193125-19-313260.txt
1016281|CARRIAGE SERVICES INC|4|20191213|edgar/data/1016281/0001016281-19-000127.txt
1019849|PENSKE AUTOMOTIVE GROUP, INC.|4|20191213|edgar/data/1019849/0001209191-19-060392.txt
1019849|PENSKE AUTOMOTIVE GROUP, INC.|4|20191213|edgar/data/1019849/0001209191-19-060397.txt
1019849|PENSKE AUTOMOTIVE GROUP, INC.|4|20191213|edgar/data/1019849/0001209191-19-060401.txt
1019849|PENSKE AUTOMOTIVE GROUP, INC.|4|20191213|edgar/data/1019849/0001209191-19-060404.txt
1019849|PENSKE AUTOMOTIVE GROUP, INC.|4|20191213|edgar/data/1019849/0001209191-19-060407.txt
1019849|PENSKE AUTOMOTIVE GROUP, INC.|4|20191213|edgar/data/1019849/0001209191-19-060411.txt
1019849|PENSKE AUTOMOTIVE GROUP, INC.|4|20191213|edgar/data/1019849/0001209191-19-060415.txt
1019849|PENSKE AUTOMOTIVE GROUP, INC.|4|20191213|edgar/data/1019849/0001209191-19-060418.txt
1019849|PENSKE AUTOMOTIVE GROUP, INC.|4|20191213|edgar/data/1019849/0001209191-19-060422.txt
1019849|PENSKE AUTOMOTIVE GROUP, INC.|4|20191213|edgar/data/1019849/0001209191-19-060425.txt
1020859|UNITED NATURAL FOODS INC|PX14A6G|20191213|edgar/data/1020859/0000919788-19-000014.txt
102212|UNIVEST FINANCIAL Corp|4|20191213|edgar/data/102212/0001377274-19-000007.txt
1022408|EPLUS INC|4|20191213|edgar/data/1022408/0001567619-19-023080.txt
1022804|FRANKLIN FUND ALLOCATOR SERIES|40-17F2|20191213|edgar/data/1022804/0001137439-19-000527.txt
1023128|LITHIA MOTORS INC|8-K|20191213|edgar/data/1023128/0001193125-19-313474.txt
1023994|SG BLOCKS, INC.|8-K|20191213|edgar/data/1023994/0001213900-19-026149.txt
1025092|ALDRICH DAVID J|4|20191213|edgar/data/1025092/0001209191-19-060517.txt
1025378|W. P. Carey Inc.|4|20191213|edgar/data/1025378/0001209191-19-060464.txt
1025953|NOVATION COMPANIES, INC.|8-K|20191213|edgar/data/1025953/0001437749-19-024398.txt
1025983|DOLAN PAUL JOSEPH|4|20191213|edgar/data/1025983/0001209191-19-060410.txt
1027263|EQ ADVISORS TRUST|497K|20191213|edgar/data/1027263/0001193125-19-313709.txt
1027263|EQ ADVISORS TRUST|497K|20191213|edgar/data/1027263/0001193125-19-313710.txt
1027263|EQ ADVISORS TRUST|497K|20191213|edgar/data/1027263/0001193125-19-313712.txt
1027263|EQ ADVISORS TRUST|497K|20191213|edgar/data/1027263/0001193125-19-313713.txt
1027263|EQ ADVISORS TRUST|497K|20191213|edgar/data/1027263/0001193125-19-313714.txt
1027263|EQ ADVISORS TRUST|497K|20191213|edgar/data/1027263/0001193125-19-313716.txt
1027263|EQ ADVISORS TRUST|497K|20191213|edgar/data/1027263/0001193125-19-313717.txt
1027263|EQ ADVISORS TRUST|497K|20191213|edgar/data/1027263/0001193125-19-313719.txt
1027263|EQ ADVISORS TRUST|497K|20191213|edgar/data/1027263/0001193125-19-313721.txt
1027263|EQ ADVISORS TRUST|497K|20191213|edgar/data/1027263/0001193125-19-313730.txt
1027263|EQ ADVISORS TRUST|497|20191213|edgar/data/1027263/0001193125-19-313708.txt
102752|VSE CORP|8-K|20191213|edgar/data/102752/0000102752-19-000075.txt
1027596|ADVISORS SERIES TRUST|N-CEN|20191213|edgar/data/1027596/0001145549-19-050923.txt
1030475|CHINA EASTERN AIRLINES CORP LTD|6-K|20191213|edgar/data/1030475/0001193125-19-313263.txt
1030475|CHINA EASTERN AIRLINES CORP LTD|6-K|20191213|edgar/data/1030475/0001193125-19-313280.txt
1030475|CHINA EASTERN AIRLINES CORP LTD|6-K|20191213|edgar/data/1030475/0001193125-19-313286.txt
1030475|CHINA EASTERN AIRLINES CORP LTD|6-K|20191213|edgar/data/1030475/0001193125-19-313321.txt
1030475|CHINA EASTERN AIRLINES CORP LTD|6-K|20191213|edgar/data/1030475/0001193125-19-313340.txt
1030475|CHINA EASTERN AIRLINES CORP LTD|6-K|20191213|edgar/data/1030475/0001193125-19-313345.txt
1030475|CHINA EASTERN AIRLINES CORP LTD|6-K|20191213|edgar/data/1030475/0001193125-19-313358.txt
1031029|StarTek, Inc.|8-K|20191213|edgar/data/1031029/0001437749-19-024417.txt
1033669|LAZARD RETIREMENT SERIES INC|497|20191213|edgar/data/1033669/0000930413-19-003026.txt
1034045|DUNKEL DAVID L|4|20191213|edgar/data/1034045/0000930420-19-000294.txt
1034594|BAY BANKS OF VIRGINIA INC|4|20191213|edgar/data/1034594/0001209191-19-060305.txt
103595|VILLAGE SUPER MARKET INC|8-K|20191213|edgar/data/103595/0000103595-19-000022.txt
103623|OPPENHEIMER & CO. INC.|MA-I|20191213|edgar/data/103623/0000103623-19-000026.txt
103623|OPPENHEIMER & CO. INC.|MA-I|20191213|edgar/data/103623/0000103623-19-000027.txt
1037038|RALPH LAUREN CORP|4|20191213|edgar/data/1037038/0000899243-19-029162.txt
1037131|PLAYERS NETWORK|8-K|20191213|edgar/data/1037131/0001493152-19-019135.txt
1037676|ARCH COAL INC|4|20191213|edgar/data/1037676/0001209191-19-060434.txt
1038572|BRAZILIAN DISTRIBUTION CO COMPANHIA BRASILEIRA DE DISTR CBD|6-K|20191213|edgar/data/1038572/0001292814-19-004199.txt
1039065|OSI SYSTEMS INC|8-K|20191213|edgar/data/1039065/0001104659-19-072566.txt
1041130|SPDR DOW JONES INDUSTRIAL AVERAGE ETF TRUST|NPORT-P|20191213|edgar/data/1041130/0001752724-19-189184.txt
1041887|WEINERT FRED J|4|20191213|edgar/data/1041887/0001505148-19-000002.txt
1041977|SINKS PATRICK|4|20191213|edgar/data/1041977/0001562180-19-006074.txt
1042074|CymaBay Therapeutics, Inc.|SC 13G|20191213|edgar/data/1042074/0000905718-19-000983.txt
1042445|TESE VINCENT|4|20191213|edgar/data/1042445/0001209191-19-060435.txt
1042642|DISH DBS CORP|CT ORDER|20191213|edgar/data/1042642/9999999997-19-007879.txt
1043186|Stabilis Energy, Inc.|4|20191213|edgar/data/1043186/0001784635-19-000002.txt
1043186|Stabilis Energy, Inc.|S-8|20191213|edgar/data/1043186/0001043186-19-000026.txt
1044005|MICHAS ALEXIS P|4|20191213|edgar/data/1044005/0001019056-19-000668.txt
1045078|CEI ENGINEERING ASSOCIATES, INC.|D|20191213|edgar/data/1045078/0001045078-19-000001.txt
1045425|RAIT Financial Trust|8-K|20191213|edgar/data/1045425/0001193125-19-313943.txt
1045425|RAIT Financial Trust|POS AM|20191213|edgar/data/1045425/0001193125-19-313915.txt
1045425|RAIT Financial Trust|S-8 POS|20191213|edgar/data/1045425/0001193125-19-313929.txt
1045425|RAIT Financial Trust|S-8 POS|20191213|edgar/data/1045425/0001193125-19-313930.txt
1045425|RAIT Financial Trust|S-8 POS|20191213|edgar/data/1045425/0001193125-19-313932.txt
1045425|RAIT Financial Trust|S-8 POS|20191213|edgar/data/1045425/0001193125-19-313936.txt
1045425|RAIT Financial Trust|S-8 POS|20191213|edgar/data/1045425/0001193125-19-313938.txt
1045425|RAIT Financial Trust|S-8 POS|20191213|edgar/data/1045425/0001193125-19-313940.txt
1045520|CANADIAN IMPERIAL BANK OF COMMERCE /CAN/|424B2|20191213|edgar/data/1045520/0001104659-19-072466.txt
1045742|LIVE VENTURES Inc|8-K|20191213|edgar/data/1045742/0001564590-19-045979.txt
1046050|TIMBERLAND BANCORP INC|4|20191213|edgar/data/1046050/0000939057-19-000447.txt
1046327|REALNETWORKS INC|3|20191213|edgar/data/1046327/0001209191-19-060311.txt
1046327|REALNETWORKS INC|3|20191213|edgar/data/1046327/0001209191-19-060312.txt
1047304|PIMCO VARIABLE INSURANCE TRUST|497|20191213|edgar/data/1047304/0001193125-19-313819.txt
1048286|MARRIOTT INTERNATIONAL INC /MD/|4|20191213|edgar/data/1048286/0001225208-19-015748.txt
104865|WASHINGTON MUTUAL INVESTORS FUND|497|20191213|edgar/data/104865/0000051931-19-000938.txt
1050045|TAMER ANTHONY|4|20191213|edgar/data/1050045/0001104659-19-072633.txt
1050045|TAMER ANTHONY|SC 13D/A|20191213|edgar/data/1050045/0001104659-19-072642.txt
1050046|MNAYMNEH SAMI|4|20191213|edgar/data/1050046/0001104659-19-072637.txt
1050046|MNAYMNEH SAMI|SC 13D/A|20191213|edgar/data/1050046/0001104659-19-072638.txt
1050269|DELOITTE & TOUCHE LLP|40-17F2|20191213|edgar/data/1050269/0001050269-19-000033.txt
1050269|DELOITTE & TOUCHE LLP|40-17F2|20191213|edgar/data/1050269/0001050269-19-000034.txt
1050269|DELOITTE & TOUCHE LLP|40-17F2|20191213|edgar/data/1050269/0001050269-19-000035.txt
1050441|EAGLE BANCORP INC|4|20191213|edgar/data/1050441/0001484364-19-000044.txt
1050606|SALEM MEDIA GROUP, INC. /DE/|4|20191213|edgar/data/1050606/0001562180-19-006086.txt
105132|WD 40 CO|8-K|20191213|edgar/data/105132/0000105132-19-000058.txt
1051470|CROWN CASTLE INTERNATIONAL CORP|4|20191213|edgar/data/1051470/0001051470-19-000187.txt
1053092|CREDIT SUISSE AG|424B2|20191213|edgar/data/1053092/0000950103-19-017163.txt
1053092|CREDIT SUISSE AG|424B2|20191213|edgar/data/1053092/0000950103-19-017166.txt
1053092|CREDIT SUISSE AG|424B2|20191213|edgar/data/1053092/0000950103-19-017173.txt
1053092|CREDIT SUISSE AG|424B2|20191213|edgar/data/1053092/0000950103-19-017175.txt
1053092|CREDIT SUISSE AG|424B2|20191213|edgar/data/1053092/0000950103-19-017177.txt
1053092|CREDIT SUISSE AG|424B2|20191213|edgar/data/1053092/0000950103-19-017180.txt
1053092|CREDIT SUISSE AG|424B2|20191213|edgar/data/1053092/0000950103-19-017188.txt
1053092|CREDIT SUISSE AG|424B2|20191213|edgar/data/1053092/0000950103-19-017198.txt
1053092|CREDIT SUISSE AG|424B2|20191213|edgar/data/1053092/0000950103-19-017199.txt
1053471|LORBER HOWARD M|4|20191213|edgar/data/1053471/0001437749-19-024420.txt
1053691|Diffusion Pharmaceuticals Inc.|424B5|20191213|edgar/data/1053691/0001437749-19-024368.txt
1053691|Diffusion Pharmaceuticals Inc.|8-K|20191213|edgar/data/1053691/0001437749-19-024424.txt
105377|AIM EQUITY FUNDS (INVESCO EQUITY FUNDS)|497K|20191213|edgar/data/105377/0001193125-19-313367.txt
105377|AIM EQUITY FUNDS (INVESCO EQUITY FUNDS)|497|20191213|edgar/data/105377/0001193125-19-313341.txt
105377|AIM EQUITY FUNDS (INVESCO EQUITY FUNDS)|497|20191213|edgar/data/105377/0001193125-19-313416.txt
1055251|SANSONE THOMAS A|4|20191213|edgar/data/1055251/0001225208-19-015816.txt
105544|VANGUARD WELLESLEY INCOME FUND|N-CEN|20191213|edgar/data/105544/0001752724-19-189190.txt
1055951|ORBIMED ADVISORS LLC|SC 13G/A|20191213|edgar/data/1055951/0000947871-19-000967.txt
1056288|FEDERATED INVESTORS INC /PA/|4|20191213|edgar/data/1056288/0001209191-19-060381.txt
1056288|FEDERATED INVESTORS INC /PA/|4|20191213|edgar/data/1056288/0001209191-19-060388.txt
1056823|HORIZON KINETICS ASSET MANAGEMENT LLC|4|20191213|edgar/data/1056823/0001056823-19-000156.txt
105770|WEST PHARMACEUTICAL SERVICES INC|8-K|20191213|edgar/data/105770/0000105770-19-000050.txt
1058239|WESTERN ASSET HIGH INCOME FUND II INC.|4|20191213|edgar/data/1058239/0001510281-19-000174.txt
1058290|COGNIZANT TECHNOLOGY SOLUTIONS CORP|3|20191213|edgar/data/1058290/0001209191-19-060454.txt
1058290|COGNIZANT TECHNOLOGY SOLUTIONS CORP|3|20191213|edgar/data/1058290/0001209191-19-060457.txt
1058290|COGNIZANT TECHNOLOGY SOLUTIONS CORP|3|20191213|edgar/data/1058290/0001209191-19-060460.txt
1058854|CANNELL CAPITAL LLC|SC 13G|20191213|edgar/data/1058854/0001058854-19-000062.txt
1058867|GUARANTY BANCSHARES INC /TX/|4|20191213|edgar/data/1058867/0001209191-19-060341.txt
1059386|Invesco Senior Income Trust|4|20191213|edgar/data/1059386/0001510281-19-000179.txt
1059386|Invesco Senior Income Trust|SC TO-I/A|20191213|edgar/data/1059386/0001680359-19-000697.txt
1059556|MOODYS CORP /DE/|4|20191213|edgar/data/1059556/0001209191-19-060344.txt
1059556|MOODYS CORP /DE/|4|20191213|edgar/data/1059556/0001209191-19-060346.txt
1059556|MOODYS CORP /DE/|4|20191213|edgar/data/1059556/0001209191-19-060353.txt
1059556|MOODYS CORP /DE/|4|20191213|edgar/data/1059556/0001209191-19-060356.txt
1059556|MOODYS CORP /DE/|4|20191213|edgar/data/1059556/0001209191-19-060360.txt
1059556|MOODYS CORP /DE/|4|20191213|edgar/data/1059556/0001209191-19-060495.txt
1059556|MOODYS CORP /DE/|4|20191213|edgar/data/1059556/0001209191-19-060496.txt
1061438|DONAHUE THOMAS R|4|20191213|edgar/data/1061438/0001209191-19-060388.txt
1063141|SCHWARTZ ALAN D|4|20191213|edgar/data/1063141/0001209191-19-060430.txt
1063197|CurAegis Technologies, Inc.|8-K|20191213|edgar/data/1063197/0001437749-19-024360.txt
1064642|SPDR SERIES TRUST|497K|20191213|edgar/data/1064642/0001193125-19-312917.txt
1064642|SPDR SERIES TRUST|497K|20191213|edgar/data/1064642/0001193125-19-312918.txt
1065078|NETWORK 1 TECHNOLOGIES INC|8-K|20191213|edgar/data/1065078/0001072613-19-000312.txt
1067837|ENTERCOM COMMUNICATIONS CORP|S-8|20191213|edgar/data/1067837/0001193125-19-314053.txt
1068029|SCHABER CHRISTOPHER J|4|20191213|edgar/data/1068029/0001213900-19-026153.txt
1068204|TIAA-CREF LIFE FUNDS|497|20191213|edgar/data/1068204/0000930413-19-003008.txt
1070154|STERLING BANCORP|424B5|20191213|edgar/data/1070154/0001104659-19-072598.txt
1070154|STERLING BANCORP|FWP|20191213|edgar/data/1070154/0001104659-19-072291.txt
1070494|ACADIA PHARMACEUTICALS INC|4|20191213|edgar/data/1070494/0001209191-19-060475.txt
1070494|ACADIA PHARMACEUTICALS INC|4|20191213|edgar/data/1070494/0001209191-19-060476.txt
1071119|EVERCEL INC|DFAN14A|20191213|edgar/data/1071119/0000902664-19-004587.txt
1071196|KIRR MARBACH PARTNERS FUNDS INC|24F-2NT|20191213|edgar/data/1071196/0000894189-19-008353.txt
1071321|TURKCELL ILETISIM HIZMETLERI A S|6-K|20191213|edgar/data/1071321/0000947871-19-000966.txt
1071438|BRASKEM SA|6-K/A|20191213|edgar/data/1071438/0001292814-19-004204.txt
1071438|BRASKEM SA|6-K/A|20191213|edgar/data/1071438/0001292814-19-004205.txt
1071438|BRASKEM SA|6-K/A|20191213|edgar/data/1071438/0001292814-19-004207.txt
1071438|BRASKEM SA|6-K/A|20191213|edgar/data/1071438/0001292814-19-004211.txt
1071739|CENTENE CORP|425|20191213|edgar/data/1071739/0001140361-19-022531.txt
1071739|CENTENE CORP|425|20191213|edgar/data/1071739/0001140361-19-022547.txt
1071739|CENTENE CORP|4|20191213|edgar/data/1071739/0001071739-19-000182.txt
1071739|CENTENE CORP|4|20191213|edgar/data/1071739/0001071739-19-000183.txt
1071739|CENTENE CORP|4|20191213|edgar/data/1071739/0001071739-19-000184.txt
1071739|CENTENE CORP|4|20191213|edgar/data/1071739/0001071739-19-000185.txt
1071739|CENTENE CORP|4|20191213|edgar/data/1071739/0001071739-19-000186.txt
1071739|CENTENE CORP|4|20191213|edgar/data/1071739/0001071739-19-000187.txt
1071739|CENTENE CORP|4|20191213|edgar/data/1071739/0001071739-19-000188.txt
1071739|CENTENE CORP|8-K|20191213|edgar/data/1071739/0001140361-19-022546.txt
1071840|SolarWindow Technologies, Inc.|8-K|20191213|edgar/data/1071840/0001171843-19-008095.txt
1072379|NORTHWEST BIOTHERAPEUTICS INC|8-K|20191213|edgar/data/1072379/0001104659-19-072581.txt
1072524|FREDERICO DOMINIC|4|20191213|edgar/data/1072524/0001209191-19-060458.txt
1073330|NEW WORLD FUND INC|497|20191213|edgar/data/1073330/0000051931-19-000938.txt
1074381|MOORE PATRICK J|4|20191213|edgar/data/1074381/0001225208-19-015805.txt
1074486|SEPARATE ACCOUNT A OF PACIFIC LIFE & ANNUITY CO|497|20191213|edgar/data/1074486/0001104659-19-072398.txt
1074486|SEPARATE ACCOUNT A OF PACIFIC LIFE & ANNUITY CO|497|20191213|edgar/data/1074486/0001104659-19-072399.txt
1074486|SEPARATE ACCOUNT A OF PACIFIC LIFE & ANNUITY CO|497|20191213|edgar/data/1074486/0001104659-19-072400.txt
1075065|SA FUNDS INVESTMENT TRUST|40-17G|20191213|edgar/data/1075065/0001206774-19-003865.txt
1075736|Crexendo, Inc.|4|20191213|edgar/data/1075736/0001654954-19-013895.txt
1076682|POLARITYTE, INC.|SC 13G/A|20191213|edgar/data/1076682/0001493152-19-019178.txt
1077428|TEXAS CAPITAL BANCSHARES INC/TX|425|20191213|edgar/data/1077428/0001077428-19-000125.txt
1077428|TEXAS CAPITAL BANCSHARES INC/TX|425|20191213|edgar/data/1077428/0001140361-19-022541.txt
1077428|TEXAS CAPITAL BANCSHARES INC/TX|8-K|20191213|edgar/data/1077428/0001077428-19-000124.txt
1077452|PIONEER SERIES TRUST XIV|N-CEN|20191213|edgar/data/1077452/0001752724-19-189337.txt
1077688|HOOKER FURNITURE CORP|10-Q|20191213|edgar/data/1077688/0001185185-19-001715.txt
1077771|UMPQUA HOLDINGS CORP|8-K|20191213|edgar/data/1077771/0001077771-19-000063.txt
107832|WISCONSIN POWER & LIGHT CO|8-K|20191213|edgar/data/107832/0000352541-19-000104.txt
1080992|RHODES WILLIAM C III|4|20191213|edgar/data/1080992/0001225208-19-015771.txt
1081400|WELLS FARGO FUNDS TRUST|CORRESP|20190628|edgar/data/1081400/0001081400-19-000472.txt
1081400|WELLS FARGO FUNDS TRUST|CORRESP|20190702|edgar/data/1081400/0001081400-19-000520.txt
1081400|WELLS FARGO FUNDS TRUST|N-14|20190531|edgar/data/1081400/0001081400-19-000341.txt
1082554|UNITED THERAPEUTICS Corp|8-K|20191213|edgar/data/1082554/0001104659-19-072322.txt
108312|Woodward, Inc.|DEF 14A|20191213|edgar/data/108312/0001193125-19-313867.txt
1083446|Apollo Medical Holdings, Inc.|4|20191213|edgar/data/1083446/0001104659-19-072681.txt
1084067|WNC HOUSING TAX CREDIT FUND VI LP SERIES 7|8-K|20191213|edgar/data/1084067/0001654954-19-013905.txt
1084380|TIAA-CREF FUNDS|497|20191213|edgar/data/1084380/0000930413-19-003009.txt
1084869|1 800 FLOWERS COM INC|4|20191213|edgar/data/1084869/0001437749-19-024381.txt
1086564|THOMPSON H BRIAN|4|20191213|edgar/data/1086564/0001209191-19-060425.txt
1088427|TAWFIK SAMER|SC 13D|20191213|edgar/data/1088427/0001213900-19-026161.txt
1089951|AMG FUNDS|24F-2NT|20191213|edgar/data/1089951/0000940400-19-000282.txt
1090872|AGILENT TECHNOLOGIES, INC.|4|20191213|edgar/data/1090872/0001127602-19-034959.txt
1090872|AGILENT TECHNOLOGIES, INC.|4|20191213|edgar/data/1090872/0001127602-19-034960.txt
1090872|AGILENT TECHNOLOGIES, INC.|4|20191213|edgar/data/1090872/0001127602-19-034961.txt
1091748|Argo Group International Holdings, Ltd.|DFRN14A|20191213|edgar/data/1091748/0000902664-19-004596.txt
1092289|TRANSATLANTIC PETROLEUM LTD.|SC 13D/A|20191213|edgar/data/1092289/0001193125-19-314051.txt
109380|ZIONS BANCORPORATION, NATIONAL ASSOCIATION /UT/|4|20191213|edgar/data/109380/0000109380-19-000218.txt
1094005|SINA CORP|CORRESP|20190923|edgar/data/1094005/0001104659-19-050938.txt
1094005|SINA CORP|CORRESP|20191008|edgar/data/1094005/0001104659-19-053309.txt
1094005|SINA CORP|CORRESP|20191029|edgar/data/1094005/0001104659-19-057065.txt
1094005|SINA CORP|CORRESP|20191108|edgar/data/1094005/0001104659-19-061328.txt
1094005|SINA CORP|UPLOAD|20190910|edgar/data/1094005/0000000000-19-013374.txt
1094005|SINA CORP|UPLOAD|20191001|edgar/data/1094005/0000000000-19-014152.txt
1094005|SINA CORP|UPLOAD|20191114|edgar/data/1094005/0000000000-19-015510.txt
1094810|MUTUALFIRST FINANCIAL INC|4|20191213|edgar/data/1094810/0000927089-19-000468.txt
1094810|MUTUALFIRST FINANCIAL INC|4|20191213|edgar/data/1094810/0000927089-19-000469.txt
1094810|MUTUALFIRST FINANCIAL INC|4|20191213|edgar/data/1094810/0000927089-19-000470.txt
1094831|BGC Partners, Inc.|8-K|20191213|edgar/data/1094831/0001193125-19-313906.txt
1095789|MASTER LARGE CAP SERIES LLC|N-CEN|20191213|edgar/data/1095789/0001145549-19-050850.txt
1095996|WILLIAM LYON HOMES|425|20191213|edgar/data/1095996/0000950142-19-002471.txt
1097077|BLACKROCK LARGE CAP SERIES FUNDS, INC.|N-CEN|20191213|edgar/data/1097077/0001145549-19-050849.txt
1097864|ON SEMICONDUCTOR CORP|4|20191213|edgar/data/1097864/0001225208-19-015810.txt
1098605|PIMCO Managed Accounts Trust|497|20191213|edgar/data/1098605/0001193125-19-313824.txt
1098901|WEBER MARIANNE DOLAN|4|20191213|edgar/data/1098901/0001209191-19-060438.txt
1099369|DESTINY MEDIA TECHNOLOGIES INC|3|20191213|edgar/data/1099369/0001062993-19-004727.txt
1099369|DESTINY MEDIA TECHNOLOGIES INC|4|20191213|edgar/data/1099369/0001062993-19-004729.txt
1099369|DESTINY MEDIA TECHNOLOGIES INC|SC 13G/A|20191213|edgar/data/1099369/0001062993-19-004725.txt
110055|BLACKROCK BALANCED CAPITAL FUND, INC.|N-CEN|20191213|edgar/data/110055/0001145549-19-050848.txt
1100663|iSHARES TRUST|485APOS|20191213|edgar/data/1100663/0001193125-19-314038.txt
1100663|iSHARES TRUST|485APOS|20191213|edgar/data/1100663/0001193125-19-314038.txt
1100663|iSHARES TRUST|485APOS|20191213|edgar/data/1100663/0001193125-19-314041.txt
1100663|iSHARES TRUST|485APOS|20191213|edgar/data/1100663/0001193125-19-314041.txt
1100663|iSHARES TRUST|485APOS|20191213|edgar/data/1100663/0001193125-19-314045.txt
1100663|iSHARES TRUST|485APOS|20191213|edgar/data/1100663/0001193125-19-314045.txt
1100663|iSHARES TRUST|497K|20191213|edgar/data/1100663/0001193125-19-314005.txt
1100663|iSHARES TRUST|497K|20191213|edgar/data/1100663/0001193125-19-314006.txt
1100663|iSHARES TRUST|497|20191213|edgar/data/1100663/0001193125-19-314002.txt
1100663|iSHARES TRUST|N-CEN/A|20191213|edgar/data/1100663/0001752724-19-189324.txt
1100663|iSHARES TRUST|N-CEN/A|20191213|edgar/data/1100663/0001752724-19-189331.txt
1101396|DELTA APPAREL, INC|4|20191213|edgar/data/1101396/0001437749-19-024433.txt
1102112|PACWEST BANCORP|4|20191213|edgar/data/1102112/0001179110-19-012737.txt
1102112|PACWEST BANCORP|4|20191213|edgar/data/1102112/0001179110-19-012744.txt
1102238|AMERICAN REALTY INVESTORS INC|8-K|20191213|edgar/data/1102238/0001010549-19-000272.txt
1103021|BIODELIVERY SCIENCES INTERNATIONAL INC|4|20191213|edgar/data/1103021/0001103021-19-000054.txt
1104855|Support.com, Inc.|4/A|20191213|edgar/data/1104855/0001654954-19-013928.txt
